Date,Year,Month,State,Sector,number_of_employees,average_weekly_hours,average_hourly_earnings
2017-07-01,2017,Jul,Missouri,leisurehospitality,302.9,26.1,13.79
2017-07-01,2017,Jul,Missouri,manufacturing,267.3,41.8,26.65
2017-07-01,2017,Jul,Missouri,retailtrade,313.9,,
2017-07-01,2017,Jul,Missouri,totalnonfarm,2879.3,,
2017-07-01,2017,Jul,Missouri,totalprivate,2442.6,34.1,23.92
2017-07-01,2017,Jul,Montana,leisurehospitality,64.8,25.7,13.96
2017-07-01,2017,Jul,Montana,manufacturing,19.9,,
2017-07-01,2017,Jul,Montana,retailtrade,59.0,,
2017-07-01,2017,Jul,Montana,totalnonfarm,472.9,,
2017-07-01,2017,Jul,Montana,totalprivate,381.8,33.9,22.82
2017-07-01,2017,Jul,Nebraska,leisurehospitality,91.9,23.6,13.36
2017-07-01,2017,Jul,Nebraska,manufacturing,98.1,41.5,22.87
2017-07-01,2017,Jul,Nebraska,retailtrade,108.9,,
2017-07-01,2017,Jul,Nebraska,totalnonfarm,1016.9,,
2017-07-01,2017,Jul,Nebraska,totalprivate,843.9,34.6,24.11
2017-07-01,2017,Jul,Nevada,leisurehospitality,347.2,30.0,17.09
2017-07-01,2017,Jul,Nevada,manufacturing,48.5,,
2017-07-01,2017,Jul,Nevada,retailtrade,145.7,,
2017-07-01,2017,Jul,Nevada,totalnonfarm,1339.5,,
2017-07-01,2017,Jul,Nevada,totalprivate,1177.3,34.7,22.42
2017-07-01,2017,Jul,New Hampshire,leisurehospitality,71.1,26.9,14.17
2017-07-01,2017,Jul,New Hampshire,manufacturing,69.1,39.7,25.7
2017-07-01,2017,Jul,New Hampshire,retailtrade,95.6,,
2017-07-01,2017,Jul,New Hampshire,totalnonfarm,674.3,,
2017-07-01,2017,Jul,New Hampshire,totalprivate,583.9,34.2,25.55
2017-07-01,2017,Jul,New Jersey,leisurehospitality,376.2,27.2,16.44
2017-07-01,2017,Jul,New Jersey,manufacturing,247.7,39.4,28.55
2017-07-01,2017,Jul,New Jersey,retailtrade,458.5,,
2017-07-01,2017,Jul,New Jersey,totalnonfarm,4124.1,,
2017-07-01,2017,Jul,New Jersey,totalprivate,3506.3,34.2,29.06
2017-07-01,2017,Jul,New Mexico,leisurehospitality,96.1,27.0,12.93
2017-07-01,2017,Jul,New Mexico,manufacturing,26.4,,
2017-07-01,2017,Jul,New Mexico,retailtrade,91.0,,
2017-07-01,2017,Jul,New Mexico,totalnonfarm,829.0,,
2017-07-01,2017,Jul,New Mexico,totalprivate,643.7,34.0,21.51
2017-07-01,2017,Jul,New York,leisurehospitality,952.7,28.6,18.97
2017-07-01,2017,Jul,New York,manufacturing,446.1,38.3,26.35
2017-07-01,2017,Jul,New York,retailtrade,938.8,,
2017-07-01,2017,Jul,New York,totalnonfarm,9564.2,,
2017-07-01,2017,Jul,New York,totalprivate,8080.7,33.7,30.09
2017-07-01,2017,Jul,North Carolina,leisurehospitality,497.4,26.6,13.19
2017-07-01,2017,Jul,North Carolina,manufacturing,468.7,40.8,22.74
2017-07-01,2017,Jul,North Carolina,retailtrade,499.0,,
2017-07-01,2017,Jul,North Carolina,totalnonfarm,4432.9,,
2017-07-01,2017,Jul,North Carolina,totalprivate,3708.5,34.9,24.05
2017-07-01,2017,Jul,North Dakota,leisurehospitality,40.2,24.5,15.03
2017-07-01,2017,Jul,North Dakota,manufacturing,24.8,40.1,23.97
2017-07-01,2017,Jul,North Dakota,retailtrade,47.5,,
2017-07-01,2017,Jul,North Dakota,totalnonfarm,433.3,,
2017-07-01,2017,Jul,North Dakota,totalprivate,350.8,35.8,26.31
2017-07-01,2017,Jul,Ohio,leisurehospitality,560.5,24.5,13.44
2017-07-01,2017,Jul,Ohio,manufacturing,685.6,41.1,26.49
2017-07-01,2017,Jul,Ohio,retailtrade,565.3,,
2017-07-01,2017,Jul,Ohio,totalnonfarm,5521.6,,
2017-07-01,2017,Jul,Ohio,totalprivate,4741.8,34.3,24.11
2017-07-01,2017,Jul,Oklahoma,leisurehospitality,167.4,26.7,12.58
2017-07-01,2017,Jul,Oklahoma,manufacturing,133.8,39.2,24.24
2017-07-01,2017,Jul,Oklahoma,retailtrade,179.1,,
2017-07-01,2017,Jul,Oklahoma,totalnonfarm,1667.5,,
2017-07-01,2017,Jul,Oklahoma,totalprivate,1316.4,36.1,23.05
2017-07-01,2017,Jul,Oregon,leisurehospitality,207.3,26.6,15.7
2017-07-01,2017,Jul,Oregon,manufacturing,190.2,40.1,24.16
2017-07-01,2017,Jul,Oregon,retailtrade,210.7,,
2017-07-01,2017,Jul,Oregon,totalnonfarm,1892.8,,
2017-07-01,2017,Jul,Oregon,totalprivate,1580.9,34.7,25.55
2017-07-01,2017,Jul,Pennsylvania,leisurehospitality,566.0,24.9,14.41
2017-07-01,2017,Jul,Pennsylvania,manufacturing,563.2,40.3,25.57
2017-07-01,2017,Jul,Pennsylvania,retailtrade,620.4,,
2017-07-01,2017,Jul,Pennsylvania,totalnonfarm,5943.2,,
2017-07-01,2017,Jul,Pennsylvania,totalprivate,5239.8,34.0,24.98
2017-07-01,2017,Jul,Rhode Island,leisurehospitality,58.3,25.0,16.17
2017-07-01,2017,Jul,Rhode Island,manufacturing,40.4,38.9,23.93
2017-07-01,2017,Jul,Rhode Island,retailtrade,48.5,,
2017-07-01,2017,Jul,Rhode Island,totalnonfarm,498.4,,
2017-07-01,2017,Jul,Rhode Island,totalprivate,432.9,33.2,26.63
2017-07-01,2017,Jul,South Carolina,leisurehospitality,254.8,26.9,12.48
2017-07-01,2017,Jul,South Carolina,manufacturing,241.1,41.2,24.7
2017-07-01,2017,Jul,South Carolina,retailtrade,246.2,,
2017-07-01,2017,Jul,South Carolina,totalnonfarm,2103.5,,
2017-07-01,2017,Jul,South Carolina,totalprivate,1735.4,34.8,22.87
2017-07-01,2017,Jul,South Dakota,leisurehospitality,46.7,26.1,13.47
2017-07-01,2017,Jul,South Dakota,manufacturing,43.3,41.1,21.2
2017-07-01,2017,Jul,South Dakota,retailtrade,52.8,,
2017-07-01,2017,Jul,South Dakota,totalnonfarm,433.1,,
2017-07-01,2017,Jul,South Dakota,totalprivate,353.9,34.3,21.67
2017-07-01,2017,Jul,Tennessee,leisurehospitality,328.7,27.3,13.0
2017-07-01,2017,Jul,Tennessee,manufacturing,346.9,41.6,23.28
2017-07-01,2017,Jul,Tennessee,retailtrade,332.4,,
2017-07-01,2017,Jul,Tennessee,totalnonfarm,3025.2,,
2017-07-01,2017,Jul,Tennessee,totalprivate,2593.9,35.7,22.59
2017-07-01,2017,Jul,Texas,leisurehospitality,1323.7,28.3,12.82
2017-07-01,2017,Jul,Texas,manufacturing,854.5,42.2,27.49
2017-07-01,2017,Jul,Texas,retailtrade,1319.6,,
2017-07-01,2017,Jul,Texas,totalnonfarm,12230.3,,
2017-07-01,2017,Jul,Texas,totalprivate,10288.4,36.4,25.57
2017-07-01,2017,Jul,Utah,leisurehospitality,143.0,26.0,14.13
2017-07-01,2017,Jul,Utah,manufacturing,130.0,37.6,27.71
2017-07-01,2017,Jul,Utah,retailtrade,167.2,,
2017-07-01,2017,Jul,Utah,totalnonfarm,1469.3,,
2017-07-01,2017,Jul,Utah,totalprivate,1225.4,35.8,25.5
2017-07-01,2017,Jul,Vermont,leisurehospitality,37.3,27.1,16.64
2017-07-01,2017,Jul,Vermont,manufacturing,29.4,38.4,24.8
2017-07-01,2017,Jul,Vermont,retailtrade,37.7,,
2017-07-01,2017,Jul,Vermont,totalnonfarm,314.9,,
2017-07-01,2017,Jul,Vermont,totalprivate,258.6,34.2,24.13
2017-07-01,2017,Jul,Virginia,leisurehospitality,405.6,27.0,13.8
2017-07-01,2017,Jul,Virginia,manufacturing,234.8,40.5,23.98
2017-07-01,2017,Jul,Virginia,retailtrade,418.4,,
2017-07-01,2017,Jul,Virginia,totalnonfarm,3962.7,,
2017-07-01,2017,Jul,Virginia,totalprivate,3244.6,35.1,27.5
2017-07-01,2017,Jul,Washington,leisurehospitality,332.0,26.5,18.27
2017-07-01,2017,Jul,Washington,manufacturing,283.1,,35.88
2017-07-01,2017,Jul,Washington,retailtrade,342.2,,
2017-07-01,2017,Jul,Washington,totalnonfarm,3327.2,,
2017-07-01,2017,Jul,Washington,totalprivate,2738.0,35.5,31.46
2017-07-01,2017,Jul,West Virginia,leisurehospitality,74.4,26.9,12.09
2017-07-01,2017,Jul,West Virginia,manufacturing,46.8,40.1,23.79
2017-07-01,2017,Jul,West Virginia,retailtrade,84.5,,
2017-07-01,2017,Jul,West Virginia,totalnonfarm,709.1,,
2017-07-01,2017,Jul,West Virginia,totalprivate,555.8,36.1,21.75
2017-07-01,2017,Jul,Wisconsin,leisurehospitality,281.3,23.3,13.25
2017-07-01,2017,Jul,Wisconsin,manufacturing,470.2,40.3,25.34
2017-07-01,2017,Jul,Wisconsin,retailtrade,307.6,,
2017-07-01,2017,Jul,Wisconsin,totalnonfarm,2956.3,,
2017-07-01,2017,Jul,Wisconsin,totalprivate,2541.5,34.2,24.53
2017-07-01,2017,Jul,Wyoming,leisurehospitality,36.4,28.7,14.33
2017-07-01,2017,Jul,Wyoming,manufacturing,9.4,,
2017-07-01,2017,Jul,Wyoming,retailtrade,29.9,,
2017-07-01,2017,Jul,Wyoming,totalnonfarm,284.2,,
2017-07-01,2017,Jul,Wyoming,totalprivate,214.3,35.3,23.55
2017-08-01,2017,Aug,Alabama,leisurehospitality,203.3,25.6,11.97
2017-08-01,2017,Aug,Alabama,manufacturing,263.5,43.4,23.7
2017-08-01,2017,Aug,Alabama,retailtrade,231.5,,
2017-08-01,2017,Aug,Alabama,totalnonfarm,2021.1,,
2017-08-01,2017,Aug,Alabama,totalprivate,1636.6,35.3,22.58
2017-08-01,2017,Aug,Alaska,leisurehospitality,35.7,29.6,16.76
2017-08-01,2017,Aug,Alaska,manufacturing,13.5,34.0,20.1
2017-08-01,2017,Aug,Alaska,retailtrade,36.4,,
2017-08-01,2017,Aug,Alaska,totalnonfarm,330.0,,
2017-08-01,2017,Aug,Alaska,totalprivate,249.6,36.3,27.9
2017-08-01,2017,Aug,Arizona,leisurehospitality,320.3,25.1,14.86
2017-08-01,2017,Aug,Arizona,manufacturing,166.2,39.8,23.68
2017-08-01,2017,Aug,Arizona,retailtrade,326.0,,
2017-08-01,2017,Aug,Arizona,totalnonfarm,2784.1,,
2017-08-01,2017,Aug,Arizona,totalprivate,2370.3,34.7,25.43
2017-08-01,2017,Aug,Arkansas,leisurehospitality,116.4,24.9,12.12
2017-08-01,2017,Aug,Arkansas,manufacturing,157.8,41.2,19.86
2017-08-01,2017,Aug,Arkansas,retailtrade,140.5,,
2017-08-01,2017,Aug,Arkansas,totalnonfarm,1251.3,,
2017-08-01,2017,Aug,Arkansas,totalprivate,1040.0,34.9,20.59
2017-08-01,2017,Aug,California,leisurehospitality,1959.6,26.4,17.72
2017-08-01,2017,Aug,California,manufacturing,1284.9,40.0,30.69
2017-08-01,2017,Aug,California,retailtrade,1672.4,,
2017-08-01,2017,Aug,California,totalnonfarm,16862.3,,
2017-08-01,2017,Aug,California,totalprivate,14319.0,34.6,29.93
2017-08-01,2017,Aug,Colorado,leisurehospitality,333.6,26.1,17.19
2017-08-01,2017,Aug,Colorado,manufacturing,144.8,40.2,30.32
2017-08-01,2017,Aug,Colorado,retailtrade,271.3,,
2017-08-01,2017,Aug,Colorado,totalnonfarm,2667.3,,
2017-08-01,2017,Aug,Colorado,totalprivate,2228.6,33.8,27.46
2017-08-01,2017,Aug,Connecticut,leisurehospitality,156.9,26.0,16.94
2017-08-01,2017,Aug,Connecticut,manufacturing,159.4,39.7,31.13
2017-08-01,2017,Aug,Connecticut,retailtrade,183.3,,
2017-08-01,2017,Aug,Connecticut,totalnonfarm,1697.0,,
2017-08-01,2017,Aug,Connecticut,totalprivate,1458.5,33.8,30.82
2017-08-01,2017,Aug,DC,leisurehospitality,76.8,27.3,18.89
2017-08-01,2017,Aug,DC,manufacturing,1.3,,
2017-08-01,2017,Aug,DC,retailtrade,23.4,,
2017-08-01,2017,Aug,DC,totalnonfarm,783.9,,
2017-08-01,2017,Aug,DC,totalprivate,544.0,35.0,40.51
2017-08-01,2017,Aug,Delaware,leisurehospitality,50.5,25.6,14.41
2017-08-01,2017,Aug,Delaware,manufacturing,26.0,40.7,24.09
2017-08-01,2017,Aug,Delaware,retailtrade,53.5,,
2017-08-01,2017,Aug,Delaware,totalnonfarm,454.9,,
2017-08-01,2017,Aug,Delaware,totalprivate,390.3,33.5,26.21
2017-08-01,2017,Aug,Florida,leisurehospitality,1208.7,27.9,15.15
2017-08-01,2017,Aug,Florida,manufacturing,367.7,41.2,25.64
2017-08-01,2017,Aug,Florida,retailtrade,1093.0,,
2017-08-01,2017,Aug,Florida,totalnonfarm,8610.0,,
2017-08-01,2017,Aug,Florida,totalprivate,7505.9,34.2,23.96
2017-08-01,2017,Aug,Georgia,leisurehospitality,480.0,26.0,13.06
2017-08-01,2017,Aug,Georgia,manufacturing,397.6,41.5,23.39
2017-08-01,2017,Aug,Georgia,retailtrade,495.1,,
2017-08-01,2017,Aug,Georgia,totalnonfarm,4473.8,,
2017-08-01,2017,Aug,Georgia,totalprivate,3789.7,34.6,25.47
2017-08-01,2017,Aug,Hawaii,leisurehospitality,127.7,29.3,21.21
2017-08-01,2017,Aug,Hawaii,manufacturing,14.7,37.1,22.22
2017-08-01,2017,Aug,Hawaii,retailtrade,72.0,,
2017-08-01,2017,Aug,Hawaii,totalnonfarm,651.8,,
2017-08-01,2017,Aug,Hawaii,totalprivate,531.3,32.8,26.39
2017-08-01,2017,Aug,Idaho,leisurehospitality,75.9,25.4,12.72
2017-08-01,2017,Aug,Idaho,manufacturing,68.2,41.1,21.8
2017-08-01,2017,Aug,Idaho,retailtrade,86.0,,
2017-08-01,2017,Aug,Idaho,totalnonfarm,717.3,,
2017-08-01,2017,Aug,Idaho,totalprivate,594.1,34.2,22.16
2017-08-01,2017,Aug,Illinois,leisurehospitality,614.7,25.7,15.28
2017-08-01,2017,Aug,Illinois,manufacturing,580.2,41.4,25.35
2017-08-01,2017,Aug,Illinois,retailtrade,603.5,,
2017-08-01,2017,Aug,Illinois,totalnonfarm,6068.4,,
2017-08-01,2017,Aug,Illinois,totalprivate,5246.5,34.3,26.57
2017-08-01,2017,Aug,Indiana,leisurehospitality,307.7,25.9,13.67
2017-08-01,2017,Aug,Indiana,manufacturing,531.8,42.0,25.61
2017-08-01,2017,Aug,Indiana,retailtrade,322.8,,
2017-08-01,2017,Aug,Indiana,totalnonfarm,3106.5,,
2017-08-01,2017,Aug,Indiana,totalprivate,2677.2,35.5,24.3
2017-08-01,2017,Aug,Iowa,leisurehospitality,142.9,24.1,12.81
2017-08-01,2017,Aug,Iowa,manufacturing,216.0,39.8,23.88
2017-08-01,2017,Aug,Iowa,retailtrade,181.8,,
2017-08-01,2017,Aug,Iowa,totalnonfarm,1572.2,,
2017-08-01,2017,Aug,Iowa,totalprivate,1311.5,34.4,23.07
2017-08-01,2017,Aug,Kansas,leisurehospitality,128.3,24.6,12.23
2017-08-01,2017,Aug,Kansas,manufacturing,162.4,42.1,22.84
2017-08-01,2017,Aug,Kansas,retailtrade,147.6,,
2017-08-01,2017,Aug,Kansas,totalnonfarm,1400.4,,
2017-08-01,2017,Aug,Kansas,totalprivate,1147.5,34.1,23.08
2017-08-01,2017,Aug,Kentucky,leisurehospitality,195.2,26.6,12.11
2017-08-01,2017,Aug,Kentucky,manufacturing,250.3,41.5,21.99
2017-08-01,2017,Aug,Kentucky,retailtrade,213.8,,
2017-08-01,2017,Aug,Kentucky,totalnonfarm,1914.8,,
2017-08-01,2017,Aug,Kentucky,totalprivate,1600.7,35.3,21.74
2017-08-01,2017,Aug,Louisiana,leisurehospitality,233.2,26.7,13.11
2017-08-01,2017,Aug,Louisiana,manufacturing,134.9,42.3,25.84
2017-08-01,2017,Aug,Louisiana,retailtrade,230.9,,
2017-08-01,2017,Aug,Louisiana,totalnonfarm,1974.1,,
2017-08-01,2017,Aug,Louisiana,totalprivate,1646.1,35.3,22.9
2017-08-01,2017,Aug,Maine,leisurehospitality,67.6,28.1,15.2
2017-08-01,2017,Aug,Maine,manufacturing,51.2,41.1,24.21
2017-08-01,2017,Aug,Maine,retailtrade,81.4,,
2017-08-01,2017,Aug,Maine,totalnonfarm,623.7,,
2017-08-01,2017,Aug,Maine,totalprivate,524.3,34.5,22.84
2017-08-01,2017,Aug,Maryland,leisurehospitality,279.5,25.5,15.19
2017-08-01,2017,Aug,Maryland,manufacturing,107.9,40.3,27.31
2017-08-01,2017,Aug,Maryland,retailtrade,287.3,,
2017-08-01,2017,Aug,Maryland,totalnonfarm,2746.5,,
2017-08-01,2017,Aug,Maryland,totalprivate,2245.9,34.1,28.31
2017-08-01,2017,Aug,Massachusetts,leisurehospitality,369.4,26.2,17.27
2017-08-01,2017,Aug,Massachusetts,manufacturing,242.8,40.4,31.42
2017-08-01,2017,Aug,Massachusetts,retailtrade,355.8,,
2017-08-01,2017,Aug,Massachusetts,totalnonfarm,3624.0,,
2017-08-01,2017,Aug,Massachusetts,totalprivate,3169.5,33.5,31.22
2017-08-01,2017,Aug,Michigan,leisurehospitality,433.3,25.3,13.9
2017-08-01,2017,Aug,Michigan,manufacturing,617.8,41.9,24.91
2017-08-01,2017,Aug,Michigan,retailtrade,472.8,,
2017-08-01,2017,Aug,Michigan,totalnonfarm,4379.3,,
2017-08-01,2017,Aug,Michigan,totalprivate,3778.0,34.6,24.14
2017-08-01,2017,Aug,Minnesota,leisurehospitality,270.5,22.8,16.22
2017-08-01,2017,Aug,Minnesota,manufacturing,318.1,39.9,26.44
2017-08-01,2017,Aug,Minnesota,retailtrade,298.9,,
2017-08-01,2017,Aug,Minnesota,totalnonfarm,2938.6,,
2017-08-01,2017,Aug,Minnesota,totalprivate,2514.3,34.2,28.2
2017-08-01,2017,Aug,Mississippi,leisurehospitality,134.9,27.3,12.2
2017-08-01,2017,Aug,Mississippi,manufacturing,144.7,41.4,23.06
2017-08-01,2017,Aug,Mississippi,retailtrade,140.6,,
2017-08-01,2017,Aug,Mississippi,totalnonfarm,1152.1,,
2017-08-01,2017,Aug,Mississippi,totalprivate,909.7,34.9,20.67
2017-08-01,2017,Aug,Missouri,leisurehospitality,304.1,25.3,13.91
2017-08-01,2017,Aug,Missouri,manufacturing,267.4,42.7,26.44
2017-08-01,2017,Aug,Missouri,retailtrade,313.9,,
2017-08-01,2017,Aug,Missouri,totalnonfarm,2881.0,,
2017-08-01,2017,Aug,Missouri,totalprivate,2445.4,33.7,23.69
2017-08-01,2017,Aug,Montana,leisurehospitality,65.2,25.3,13.94
2017-08-01,2017,Aug,Montana,manufacturing,19.8,,
2017-08-01,2017,Aug,Montana,retailtrade,59.1,,
2017-08-01,2017,Aug,Montana,totalnonfarm,473.7,,
2017-08-01,2017,Aug,Montana,totalprivate,382.6,33.6,22.61
2017-08-01,2017,Aug,Nebraska,leisurehospitality,92.2,23.2,13.41
2017-08-01,2017,Aug,Nebraska,manufacturing,98.1,41.3,22.67
2017-08-01,2017,Aug,Nebraska,retailtrade,109.0,,
2017-08-01,2017,Aug,Nebraska,totalnonfarm,1017.6,,
2017-08-01,2017,Aug,Nebraska,totalprivate,844.3,34.2,23.92
2017-08-01,2017,Aug,Nevada,leisurehospitality,346.1,29.9,17.17
2017-08-01,2017,Aug,Nevada,manufacturing,49.1,,
2017-08-01,2017,Aug,Nevada,retailtrade,145.5,,
2017-08-01,2017,Aug,Nevada,totalnonfarm,1341.4,,
2017-08-01,2017,Aug,Nevada,totalprivate,1178.3,34.3,22.5
2017-08-01,2017,Aug,New Hampshire,leisurehospitality,71.2,27.0,14.27
2017-08-01,2017,Aug,New Hampshire,manufacturing,68.8,40.8,25.7
2017-08-01,2017,Aug,New Hampshire,retailtrade,95.7,,
2017-08-01,2017,Aug,New Hampshire,totalnonfarm,674.4,,
2017-08-01,2017,Aug,New Hampshire,totalprivate,583.5,34.3,25.65
2017-08-01,2017,Aug,New Jersey,leisurehospitality,377.3,26.9,16.47
2017-08-01,2017,Aug,New Jersey,manufacturing,247.7,40.0,28.27
2017-08-01,2017,Aug,New Jersey,retailtrade,458.3,,
2017-08-01,2017,Aug,New Jersey,totalnonfarm,4129.3,,
2017-08-01,2017,Aug,New Jersey,totalprivate,3512.3,33.9,28.86
2017-08-01,2017,Aug,New Mexico,leisurehospitality,96.1,26.4,13.05
2017-08-01,2017,Aug,New Mexico,manufacturing,26.5,,
2017-08-01,2017,Aug,New Mexico,retailtrade,91.1,,
2017-08-01,2017,Aug,New Mexico,totalnonfarm,829.2,,
2017-08-01,2017,Aug,New Mexico,totalprivate,643.1,33.6,21.48
2017-08-01,2017,Aug,New York,leisurehospitality,958.7,28.4,19.03
2017-08-01,2017,Aug,New York,manufacturing,446.0,38.5,26.17
2017-08-01,2017,Aug,New York,retailtrade,938.3,,
2017-08-01,2017,Aug,New York,totalnonfarm,9578.6,,
2017-08-01,2017,Aug,New York,totalprivate,8095.3,33.5,29.72
2017-08-01,2017,Aug,North Carolina,leisurehospitality,499.3,26.4,13.23
2017-08-01,2017,Aug,North Carolina,manufacturing,469.3,40.9,22.53
2017-08-01,2017,Aug,North Carolina,retailtrade,499.4,,
2017-08-01,2017,Aug,North Carolina,totalnonfarm,4437.7,,
2017-08-01,2017,Aug,North Carolina,totalprivate,3715.4,34.4,23.86
2017-08-01,2017,Aug,North Dakota,leisurehospitality,40.4,24.4,15.08
2017-08-01,2017,Aug,North Dakota,manufacturing,24.9,39.6,24.0
2017-08-01,2017,Aug,North Dakota,retailtrade,47.5,,
2017-08-01,2017,Aug,North Dakota,totalnonfarm,432.6,,
2017-08-01,2017,Aug,North Dakota,totalprivate,350.0,35.5,26.22
2017-08-01,2017,Aug,Ohio,leisurehospitality,562.6,24.3,13.58
2017-08-01,2017,Aug,Ohio,manufacturing,688.8,41.5,26.04
2017-08-01,2017,Aug,Ohio,retailtrade,565.1,,
2017-08-01,2017,Aug,Ohio,totalnonfarm,5531.6,,
2017-08-01,2017,Aug,Ohio,totalprivate,4750.6,34.3,23.88
2017-08-01,2017,Aug,Oklahoma,leisurehospitality,167.4,26.2,12.63
2017-08-01,2017,Aug,Oklahoma,manufacturing,134.2,39.3,24.29
2017-08-01,2017,Aug,Oklahoma,retailtrade,178.6,,
2017-08-01,2017,Aug,Oklahoma,totalnonfarm,1668.3,,
2017-08-01,2017,Aug,Oklahoma,totalprivate,1317.5,35.5,22.94
2017-08-01,2017,Aug,Oregon,leisurehospitality,207.4,26.0,15.62
2017-08-01,2017,Aug,Oregon,manufacturing,190.8,39.9,23.86
2017-08-01,2017,Aug,Oregon,retailtrade,210.7,,
2017-08-01,2017,Aug,Oregon,totalnonfarm,1894.6,,
2017-08-01,2017,Aug,Oregon,totalprivate,1583.3,34.1,25.49
2017-08-01,2017,Aug,Pennsylvania,leisurehospitality,567.9,24.9,14.51
2017-08-01,2017,Aug,Pennsylvania,manufacturing,563.9,40.4,25.63
2017-08-01,2017,Aug,Pennsylvania,retailtrade,620.3,,
2017-08-01,2017,Aug,Pennsylvania,totalnonfarm,5947.5,,
2017-08-01,2017,Aug,Pennsylvania,totalprivate,5246.2,33.9,24.9
2017-08-01,2017,Aug,Rhode Island,leisurehospitality,58.6,25.3,15.95
2017-08-01,2017,Aug,Rhode Island,manufacturing,40.5,39.2,23.16
2017-08-01,2017,Aug,Rhode Island,retailtrade,48.6,,
2017-08-01,2017,Aug,Rhode Island,totalnonfarm,499.6,,
2017-08-01,2017,Aug,Rhode Island,totalprivate,434.3,33.2,26.67
2017-08-01,2017,Aug,South Carolina,leisurehospitality,255.2,26.4,12.53
2017-08-01,2017,Aug,South Carolina,manufacturing,241.4,41.8,24.5
2017-08-01,2017,Aug,South Carolina,retailtrade,246.3,,
2017-08-01,2017,Aug,South Carolina,totalnonfarm,2101.2,,
2017-08-01,2017,Aug,South Carolina,totalprivate,1733.4,34.8,22.68
2017-08-01,2017,Aug,South Dakota,leisurehospitality,46.8,25.9,13.49
2017-08-01,2017,Aug,South Dakota,manufacturing,43.5,41.2,21.39
2017-08-01,2017,Aug,South Dakota,retailtrade,52.7,,
2017-08-01,2017,Aug,South Dakota,totalnonfarm,434.1,,
2017-08-01,2017,Aug,South Dakota,totalprivate,355.0,33.7,21.66
2017-08-01,2017,Aug,Tennessee,leisurehospitality,329.8,26.7,13.31
2017-08-01,2017,Aug,Tennessee,manufacturing,347.1,41.8,23.11
2017-08-01,2017,Aug,Tennessee,retailtrade,333.2,,
2017-08-01,2017,Aug,Tennessee,totalnonfarm,3028.3,,
2017-08-01,2017,Aug,Tennessee,totalprivate,2597.5,35.2,22.47
2017-08-01,2017,Aug,Texas,leisurehospitality,1326.0,28.0,12.93
2017-08-01,2017,Aug,Texas,manufacturing,857.0,41.2,27.23
2017-08-01,2017,Aug,Texas,retailtrade,1320.3,,
2017-08-01,2017,Aug,Texas,totalnonfarm,12247.0,,
2017-08-01,2017,Aug,Texas,totalprivate,10308.7,35.9,25.24
2017-08-01,2017,Aug,Utah,leisurehospitality,143.4,24.8,14.3
2017-08-01,2017,Aug,Utah,manufacturing,130.0,39.2,26.97
2017-08-01,2017,Aug,Utah,retailtrade,167.5,,
2017-08-01,2017,Aug,Utah,totalnonfarm,1472.3,,
2017-08-01,2017,Aug,Utah,totalprivate,1228.5,35.5,25.02
2017-08-01,2017,Aug,Vermont,leisurehospitality,37.4,27.1,16.78
2017-08-01,2017,Aug,Vermont,manufacturing,29.5,38.0,24.89
2017-08-01,2017,Aug,Vermont,retailtrade,37.8,,
2017-08-01,2017,Aug,Vermont,totalnonfarm,315.5,,
2017-08-01,2017,Aug,Vermont,totalprivate,259.5,33.9,24.24
2017-08-01,2017,Aug,Virginia,leisurehospitality,406.6,26.5,13.77
2017-08-01,2017,Aug,Virginia,manufacturing,234.9,40.0,23.96
2017-08-01,2017,Aug,Virginia,retailtrade,417.6,,
2017-08-01,2017,Aug,Virginia,totalnonfarm,3963.3,,
2017-08-01,2017,Aug,Virginia,totalprivate,3246.8,34.5,27.21
2017-08-01,2017,Aug,Washington,leisurehospitality,331.3,25.8,18.32
2017-08-01,2017,Aug,Washington,manufacturing,283.0,,35.69
2017-08-01,2017,Aug,Washington,retailtrade,341.9,,
2017-08-01,2017,Aug,Washington,totalnonfarm,3327.2,,
2017-08-01,2017,Aug,Washington,totalprivate,2742.6,34.9,31.17
2017-08-01,2017,Aug,West Virginia,leisurehospitality,74.7,27.0,12.03
2017-08-01,2017,Aug,West Virginia,manufacturing,46.6,40.6,23.63
2017-08-01,2017,Aug,West Virginia,retailtrade,84.4,,
2017-08-01,2017,Aug,West Virginia,totalnonfarm,708.3,,
2017-08-01,2017,Aug,West Virginia,totalprivate,556.0,35.8,21.77
2017-08-01,2017,Aug,Wisconsin,leisurehospitality,281.5,22.8,13.39
2017-08-01,2017,Aug,Wisconsin,manufacturing,470.6,40.7,24.96
2017-08-01,2017,Aug,Wisconsin,retailtrade,307.4,,
2017-08-01,2017,Aug,Wisconsin,totalnonfarm,2953.4,,
2017-08-01,2017,Aug,Wisconsin,totalprivate,2542.3,33.9,24.39
2017-08-01,2017,Aug,Wyoming,leisurehospitality,36.8,28.7,14.43
2017-08-01,2017,Aug,Wyoming,manufacturing,9.5,,
2017-08-01,2017,Aug,Wyoming,retailtrade,30.0,,
2017-08-01,2017,Aug,Wyoming,totalnonfarm,284.6,,
2017-08-01,2017,Aug,Wyoming,totalprivate,214.9,34.8,23.3
2017-09-01,2017,Sep,Alabama,leisurehospitality,203.1,25.4,12.08
2017-09-01,2017,Sep,Alabama,manufacturing,263.5,42.2,24.44
2017-09-01,2017,Sep,Alabama,retailtrade,230.7,,
