Date,State,Sector,employment,employment-population ratio,labor force,labor force participation rate,unemployment,unemployment rate
2017-02-01,Indiana,aggregate,3197036.0,61.8,3320361.0,64.2,123325.0,3.7
2017-02-01,Iowa,aggregate,1635408.0,66.6,1690683.0,68.8,55275.0,3.3
2017-02-01,Jersey,new,4401732.0,60.7,4609280.0,63.6,207548.0,4.5
2017-02-01,Kansas,aggregate,1434129.0,64.5,1490558.0,67.0,56429.0,3.8
2017-02-01,Kentucky,aggregate,1938738.0,55.8,2041438.0,58.7,102700.0,5.0
2017-02-01,Louisiana,aggregate,1984642.0,55.4,2103948.0,58.7,119306.0,5.7
2017-02-01,Maine,aggregate,677465.0,61.4,701917.0,63.7,24452.0,3.5
2017-02-01,Maryland,aggregate,3099918.0,64.8,3232846.0,67.5,132928.0,4.1
2017-02-01,Massachusetts,aggregate,3558580.0,63.2,3701716.0,65.7,143136.0,3.9
2017-02-01,Michigan,aggregate,4667652.0,58.5,4897485.0,61.4,229833.0,4.7
2017-02-01,Minnesota,aggregate,2938701.0,67.4,3052170.0,70.0,113469.0,3.7
2017-02-01,Mississippi,aggregate,1203266.0,52.7,1273487.0,55.8,70221.0,5.5
2017-02-01,Missouri,aggregate,2928708.0,61.5,3053362.0,64.1,124654.0,4.1
2017-02-01,Montana,aggregate,505163.0,60.8,526882.0,63.4,21719.0,4.1
2017-02-01,Nebraska,aggregate,986806.0,67.2,1017385.0,69.3,30579.0,3.0
2017-02-01,Nevada,aggregate,1352931.0,59.0,1427984.0,62.3,75053.0,5.3
2017-02-01,NewHampshire,aggregate,734811.0,66.3,756804.0,68.3,21993.0,2.9
2017-02-01,NewMexico,aggregate,884026.0,54.3,947755.0,58.2,63729.0,6.7
2017-02-01,NewYork,aggregate,9344486.0,57.8,9799491.0,60.6,455005.0,4.6
2017-02-01,NorthCarolina,aggregate,4598476.0,58.4,4829087.0,61.3,230611.0,4.8
2017-02-01,NorthDakota,aggregate,403234.0,68.8,414721.0,70.7,11487.0,2.8
2017-02-01,Ohio,aggregate,5500476.0,59.7,5798781.0,62.9,298305.0,5.1
2017-02-01,Oklahoma,aggregate,1733336.0,58.2,1810692.0,60.8,77356.0,4.3
2017-02-01,Oregon,aggregate,1974053.0,59.7,2056697.0,62.2,82644.0,4.0
2017-02-01,Pennsylvania,aggregate,6169098.0,59.6,6501514.0,62.8,332416.0,5.1
2017-02-01,RhodeIsland,aggregate,541572.0,61.6,567373.0,64.5,25801.0,4.5
2017-02-01,SouthCarolina,aggregate,2160505.0,55.8,2257293.0,58.3,96788.0,4.3
2017-02-01,SouthDakota,aggregate,440199.0,67.2,454090.0,69.3,13891.0,3.1
2017-02-01,Tennessee,aggregate,3027509.0,57.6,3165138.0,60.3,137629.0,4.3
2017-02-01,Texas,aggregate,12762728.0,60.7,13399052.0,63.7,636324.0,4.7
2017-02-01,Utah,aggregate,1490531.0,66.6,1539544.0,68.8,49013.0,3.2
2017-02-01,Vermont,aggregate,343009.0,65.2,353982.0,67.3,10973.0,3.1
2017-02-01,Virginia,aggregate,4137189.0,62.8,4305591.0,65.3,168402.0,3.9
2017-02-01,Washington,aggregate,3521606.0,60.6,3696053.0,63.6,174447.0,4.7
2017-02-01,WestVirginia,aggregate,739929.0,50.5,780830.0,53.2,40901.0,5.2
2017-02-01,Wisconsin,aggregate,3022127.0,65.6,3130817.0,68.0,108690.0,3.5
2017-02-01,Wyoming,aggregate,281460.0,63.1,295221.0,66.1,13761.0,4.7
2017-03-01,Alabama,aggregate,2095470.0,54.1,2206076.0,57.0,110606.0,5.0
2017-03-01,Alaska,aggregate,337593.0,61.8,361397.0,66.2,23804.0,6.6
2017-03-01,Arizona,aggregate,3058824.0,57.4,3223652.0,60.5,164828.0,5.1
2017-03-01,Arkansas,aggregate,1287615.0,55.9,1336992.0,58.0,49377.0,3.7
2017-03-01,California,aggregate,18202131.0,59.1,19166879.0,62.3,964748.0,5.0
2017-03-01,Colorado,aggregate,2864385.0,65.7,2935526.0,67.4,71141.0,2.4
2017-03-01,Connecticut,aggregate,1839434.0,63.4,1926439.0,66.4,87005.0,4.5
2017-03-01,DC,aggregate,367751.0,66.0,392114.0,70.3,24363.0,6.2
2017-03-01,Delaware,aggregate,451429.0,59.3,472919.0,62.1,21490.0,4.5
2017-03-01,Florida,aggregate,9495853.0,56.8,9939194.0,59.4,443341.0,4.5
2017-03-01,Georgia,aggregate,4814134.0,60.5,5069575.0,63.8,255441.0,5.0
2017-03-01,Hawaii,aggregate,682210.0,60.8,699458.0,62.4,17248.0,2.5
2017-03-01,Idaho,aggregate,805197.0,61.8,832549.0,63.9,27352.0,3.3
2017-03-01,Illinois,aggregate,6221979.0,61.3,6550862.0,64.6,328883.0,5.0
2017-03-01,Indiana,aggregate,3203831.0,61.9,3322728.0,64.2,118897.0,3.6
2017-03-01,Iowa,aggregate,1636792.0,66.6,1690865.0,68.8,54073.0,3.2
2017-03-01,Jersey,new,4407830.0,60.8,4612471.0,63.6,204641.0,4.4
2017-03-01,Kansas,aggregate,1435375.0,64.6,1490797.0,67.1,55422.0,3.7
2017-03-01,Kentucky,aggregate,1942832.0,55.9,2044781.0,58.8,101949.0,5.0
2017-03-01,Louisiana,aggregate,1987521.0,55.5,2103789.0,58.7,116268.0,5.5
2017-03-01,Maine,aggregate,678132.0,61.5,702440.0,63.7,24308.0,3.5
2017-03-01,Maryland,aggregate,3107122.0,64.9,3238618.0,67.6,131496.0,4.1
2017-03-01,Massachusetts,aggregate,3566378.0,63.3,3709927.0,65.8,143549.0,3.9
2017-03-01,Michigan,aggregate,4676101.0,58.6,4896456.0,61.4,220355.0,4.5
2017-03-01,Minnesota,aggregate,2946919.0,67.6,3057640.0,70.1,110721.0,3.6
2017-03-01,Mississippi,aggregate,1204476.0,52.8,1273512.0,55.8,69036.0,5.4
2017-03-01,Missouri,aggregate,2931437.0,61.6,3052451.0,64.1,121014.0,4.0
2017-03-01,Montana,aggregate,506222.0,60.8,527826.0,63.4,21604.0,4.1
2017-03-01,Nebraska,aggregate,988311.0,67.3,1018267.0,69.3,29956.0,2.9
2017-03-01,Nevada,aggregate,1358112.0,59.1,1432257.0,62.3,74145.0,5.2
2017-03-01,NewHampshire,aggregate,735640.0,66.3,757373.0,68.3,21733.0,2.9
2017-03-01,NewMexico,aggregate,885740.0,54.4,948296.0,58.2,62556.0,6.6
2017-03-01,NewYork,aggregate,9364375.0,57.9,9816438.0,60.7,452063.0,4.6
2017-03-01,NorthCarolina,aggregate,4609099.0,58.4,4834530.0,61.3,225431.0,4.7
2017-03-01,NorthDakota,aggregate,404053.0,68.9,415160.0,70.8,11107.0,2.7
2017-03-01,Ohio,aggregate,5511227.0,59.8,5806189.0,63.0,294962.0,5.1
2017-03-01,Oklahoma,aggregate,1736281.0,58.3,1811936.0,60.9,75655.0,4.2
2017-03-01,Oregon,aggregate,1981655.0,59.8,2063292.0,62.3,81637.0,4.0
2017-03-01,Pennsylvania,aggregate,6176276.0,59.7,6505628.0,62.9,329352.0,5.1
2017-03-01,RhodeIsland,aggregate,542357.0,61.6,567813.0,64.5,25456.0,4.5
2017-03-01,SouthCarolina,aggregate,2164214.0,55.8,2259503.0,58.3,95289.0,4.2
2017-03-01,SouthDakota,aggregate,440777.0,67.3,454505.0,69.3,13728.0,3.0
2017-03-01,Tennessee,aggregate,3038175.0,57.8,3169407.0,60.3,131232.0,4.1
2017-03-01,Texas,aggregate,12796301.0,60.8,13421751.0,63.8,625450.0,4.7
2017-03-01,Utah,aggregate,1495332.0,66.7,1544341.0,68.9,49009.0,3.2
2017-03-01,Vermont,aggregate,343365.0,65.2,354222.0,67.3,10857.0,3.1
2017-03-01,Virginia,aggregate,4149138.0,62.9,4314559.0,65.4,165421.0,3.8
2017-03-01,Washington,aggregate,3534092.0,60.8,3707001.0,63.7,172909.0,4.7
2017-03-01,WestVirginia,aggregate,740722.0,50.5,780633.0,53.3,39911.0,5.1
2017-03-01,Wisconsin,aggregate,3029196.0,65.8,3134796.0,68.1,105600.0,3.4
2017-03-01,Wyoming,aggregate,281632.0,63.1,294896.0,66.1,13264.0,4.5
2017-04-01,Alabama,aggregate,2100100.0,54.2,2206288.0,57.0,106188.0,4.8
2017-04-01,Alaska,aggregate,337534.0,61.8,361331.0,66.2,23797.0,6.6
2017-04-01,Arizona,aggregate,3068047.0,57.5,3230973.0,60.6,162926.0,5.0
2017-04-01,Arkansas,aggregate,1289834.0,55.9,1338968.0,58.1,49134.0,3.7
2017-04-01,California,aggregate,18236856.0,59.2,19187319.0,62.3,950463.0,5.0
2017-04-01,Colorado,aggregate,2875336.0,65.9,2945918.0,67.5,70582.0,2.4
2017-04-01,Connecticut,aggregate,1840416.0,63.5,1926784.0,66.4,86368.0,4.5
2017-04-01,DC,aggregate,368566.0,66.1,392905.0,70.4,24339.0,6.2
2017-04-01,Delaware,aggregate,452503.0,59.4,473853.0,62.2,21350.0,4.5
2017-04-01,Florida,aggregate,9524342.0,56.9,9959824.0,59.5,435482.0,4.4
2017-04-01,Georgia,aggregate,4827169.0,60.6,5078384.0,63.8,251215.0,4.9
2017-04-01,Hawaii,aggregate,682587.0,60.8,699424.0,62.3,16837.0,2.4
2017-04-01,Idaho,aggregate,807958.0,61.9,834705.0,63.9,26747.0,3.2
2017-04-01,Illinois,aggregate,6224830.0,61.4,6549587.0,64.6,324757.0,5.0
2017-04-01,Indiana,aggregate,3210283.0,62.0,3326115.0,64.3,115832.0,3.5
2017-04-01,Iowa,aggregate,1638792.0,66.7,1692030.0,68.8,53238.0,3.1
2017-04-01,Jersey,new,4412814.0,60.8,4616364.0,63.6,203550.0,4.4
2017-04-01,Kansas,aggregate,1436627.0,64.6,1491539.0,67.1,54912.0,3.7
2017-04-01,Kentucky,aggregate,1946115.0,55.9,2047349.0,58.8,101234.0,4.9
2017-04-01,Louisiana,aggregate,1990404.0,55.6,2103524.0,58.7,113120.0,5.4
2017-04-01,Maine,aggregate,678618.0,61.5,702864.0,63.7,24246.0,3.4
2017-04-01,Maryland,aggregate,3113564.0,65.0,3243870.0,67.7,130306.0,4.0
2017-04-01,Massachusetts,aggregate,3573599.0,63.4,3717332.0,65.9,143733.0,3.9
2017-04-01,Michigan,aggregate,4683331.0,58.7,4896887.0,61.3,213556.0,4.4
2017-04-01,Minnesota,aggregate,2953992.0,67.7,3062642.0,70.2,108650.0,3.5
2017-04-01,Mississippi,aggregate,1205386.0,52.8,1273547.0,55.8,68161.0,5.4
2017-04-01,Missouri,aggregate,2934363.0,61.6,3052331.0,64.1,117968.0,3.9
2017-04-01,Montana,aggregate,507235.0,60.9,528766.0,63.5,21531.0,4.1
2017-04-01,Nebraska,aggregate,989906.0,67.4,1019505.0,69.4,29599.0,2.9
2017-04-01,Nevada,aggregate,1363325.0,59.3,1436691.0,62.4,73366.0,5.1
2017-04-01,NewHampshire,aggregate,736511.0,66.4,757871.0,68.3,21360.0,2.8
2017-04-01,NewMexico,aggregate,887320.0,54.5,948576.0,58.2,61256.0,6.5
2017-04-01,NewYork,aggregate,9381374.0,58.0,9834089.0,60.8,452715.0,4.6
2017-04-01,NorthCarolina,aggregate,4619674.0,58.5,4841237.0,61.3,221563.0,4.6
2017-04-01,NorthDakota,aggregate,404677.0,69.0,415409.0,70.9,10732.0,2.6
2017-04-01,Ohio,aggregate,5520965.0,59.9,5813051.0,63.0,292086.0,5.0
2017-04-01,Oklahoma,aggregate,1739992.0,58.4,1814313.0,60.9,74321.0,4.1
2017-04-01,Oregon,aggregate,1989039.0,60.0,2070638.0,62.4,81599.0,3.9
2017-04-01,Pennsylvania,aggregate,6181125.0,59.7,6507391.0,62.9,326266.0,5.0
2017-04-01,RhodeIsland,aggregate,542886.0,61.7,568085.0,64.5,25199.0,4.4
2017-04-01,SouthCarolina,aggregate,2167636.0,55.9,2261845.0,58.3,94209.0,4.2
2017-04-01,SouthDakota,aggregate,441404.0,67.3,455044.0,69.4,13640.0,3.0
2017-04-01,Tennessee,aggregate,3049779.0,58.0,3174476.0,60.3,124697.0,3.9
2017-04-01,Texas,aggregate,12830534.0,60.9,13442289.0,63.8,611755.0,4.6
2017-04-01,Utah,aggregate,1499829.0,66.8,1548933.0,68.9,49104.0,3.2
2017-04-01,Vermont,aggregate,343726.0,65.3,354394.0,67.3,10668.0,3.0
2017-04-01,Virginia,aggregate,4159883.0,63.0,4321755.0,65.5,161872.0,3.7
2017-04-01,Washington,aggregate,3546253.0,60.9,3718378.0,63.8,172125.0,4.6
2017-04-01,WestVirginia,aggregate,741448.0,50.6,780887.0,53.3,39439.0,5.1
2017-04-01,Wisconsin,aggregate,3035599.0,65.9,3139051.0,68.1,103452.0,3.3
2017-04-01,Wyoming,aggregate,281782.0,63.2,294589.0,66.1,12807.0,4.3
2017-05-01,Alabama,aggregate,2104518.0,54.3,2206487.0,56.9,101969.0,4.6
2017-05-01,Alaska,aggregate,337323.0,61.8,361147.0,66.1,23824.0,6.6
2017-05-01,Arizona,aggregate,3076622.0,57.6,3237430.0,60.6,160808.0,5.0
2017-05-01,Arkansas,aggregate,1291755.0,56.0,1340849.0,58.1,49094.0,3.7
2017-05-01,California,aggregate,18268115.0,59.3,19207735.0,62.3,939620.0,4.9
2017-05-01,Colorado,aggregate,2885312.0,66.1,2956773.0,67.7,71461.0,2.4
2017-05-01,Connecticut,aggregate,1840071.0,63.4,1925556.0,66.4,85485.0,4.4
2017-05-01,DC,aggregate,369391.0,66.2,393708.0,70.5,24317.0,6.2
2017-05-01,Delaware,aggregate,453598.0,59.5,474779.0,62.3,21181.0,4.5
2017-05-01,Florida,aggregate,9546501.0,56.9,9975367.0,59.5,428866.0,4.3
2017-05-01,Georgia,aggregate,4840724.0,60.7,5087915.0,63.8,247191.0,4.9
2017-05-01,Hawaii,aggregate,682719.0,60.8,699050.0,62.3,16331.0,2.3
2017-05-01,Idaho,aggregate,810656.0,61.9,836926.0,63.9,26270.0,3.1
2017-05-01,Illinois,aggregate,6227404.0,61.4,6550628.0,64.6,323224.0,4.9
2017-05-01,Indiana,aggregate,3215339.0,62.1,3329948.0,64.3,114609.0,3.4
2017-05-01,Iowa,aggregate,1640676.0,66.7,1693382.0,68.9,52706.0,3.1
2017-05-01,Jersey,new,4415756.0,60.8,4619842.0,63.6,204086.0,4.4
2017-05-01,Kansas,aggregate,1437808.0,64.7,1492460.0,67.1,54652.0,3.7
2017-05-01,Kentucky,aggregate,1948682.0,56.0,2049041.0,58.9,100359.0,4.9
2017-05-01,Louisiana,aggregate,1993110.0,55.6,2103007.0,58.7,109897.0,5.2
2017-05-01,Maine,aggregate,678964.0,61.5,703173.0,63.7,24209.0,3.4
2017-05-01,Maryland,aggregate,3119279.0,65.1,3248722.0,67.8,129443.0,4.0
2017-05-01,Massachusetts,aggregate,3580096.0,63.4,3723697.0,66.0,143601.0,3.9
2017-05-01,Michigan,aggregate,4688750.0,58.7,4900103.0,61.4,211353.0,4.3
2017-05-01,Minnesota,aggregate,2959582.0,67.8,3066694.0,70.2,107112.0,3.5
2017-05-01,Mississippi,aggregate,1206262.0,52.8,1273642.0,55.8,67380.0,5.3
2017-05-01,Missouri,aggregate,2937285.0,61.7,3052612.0,64.1,115327.0,3.8
2017-05-01,Montana,aggregate,508076.0,60.9,529560.0,63.5,21484.0,4.1
2017-05-01,Nebraska,aggregate,991412.0,67.4,1020874.0,69.4,29462.0,2.9
2017-05-01,Nevada,aggregate,1368464.0,59.4,1441113.0,62.5,72649.0,5.0
2017-05-01,NewHampshire,aggregate,737245.0,66.4,758267.0,68.3,21022.0,2.8
2017-05-01,NewMexico,aggregate,888585.0,54.5,948424.0,58.2,59839.0,6.3
2017-05-01,NewYork,aggregate,9394766.0,58.1,9849999.0,60.9,455233.0,4.6
2017-05-01,NorthCarolina,aggregate,4630715.0,58.6,4849701.0,61.4,218986.0,4.5
2017-05-01,NorthDakota,aggregate,404960.0,69.1,415392.0,70.9,10432.0,2.5
2017-05-01,Ohio,aggregate,5529534.0,60.0,5819388.0,63.1,289854.0,5.0
2017-05-01,Oklahoma,aggregate,1744418.0,58.6,1817808.0,61.0,73390.0,4.0
2017-05-01,Oregon,aggregate,1995181.0,60.1,2077500.0,62.6,82319.0,4.0
2017-05-01,Pennsylvania,aggregate,6182574.0,59.7,6505377.0,62.8,322803.0,5.0
2017-05-01,RhodeIsland,aggregate,543251.0,61.7,568262.0,64.5,25011.0,4.4
2017-05-01,SouthCarolina,aggregate,2170546.0,55.9,2264136.0,58.3,93590.0,4.1
2017-05-01,SouthDakota,aggregate,442048.0,67.3,455672.0,69.4,13624.0,3.0
2017-05-01,Tennessee,aggregate,3061581.0,58.1,3180235.0,60.4,118654.0,3.7
2017-05-01,Texas,aggregate,12863746.0,61.0,13460096.0,63.8,596350.0,4.4
2017-05-01,Utah,aggregate,1503951.0,66.8,1553118.0,69.0,49167.0,3.2
2017-05-01,Vermont,aggregate,344045.0,65.3,354489.0,67.3,10444.0,2.9
2017-05-01,Virginia,aggregate,4169284.0,63.1,4327413.0,65.5,158129.0,3.7
2017-05-01,Washington,aggregate,3557230.0,61.0,3729206.0,63.9,171976.0,4.6
2017-05-01,WestVirginia,aggregate,742274.0,50.7,781625.0,53.4,39351.0,5.0
2017-05-01,Wisconsin,aggregate,3040700.0,66.0,3143102.0,68.2,102402.0,3.3
2017-05-01,Wyoming,aggregate,281873.0,63.3,294322.0,66.1,12449.0,4.2
2017-06-01,Alabama,aggregate,2108321.0,54.4,2206537.0,56.9,98216.0,4.5
2017-06-01,Alaska,aggregate,337008.0,61.7,360869.0,66.1,23861.0,6.6
2017-06-01,Arizona,aggregate,3083975.0,57.7,3242821.0,60.6,158846.0,4.9
2017-06-01,Arkansas,aggregate,1293030.0,56.0,1342321.0,58.2,49291.0,3.7
2017-06-01,California,aggregate,18293785.0,59.3,19224877.0,62.4,931092.0,4.8
2017-06-01,Colorado,aggregate,2893572.0,66.2,2967284.0,67.8,73712.0,2.5
2017-06-01,Connecticut,aggregate,1838360.0,63.4,1923005.0,66.3,84645.0,4.4
2017-06-01,DC,aggregate,370054.0,66.2,394337.0,70.6,24283.0,6.2
2017-06-01,Delaware,aggregate,454660.0,59.6,475670.0,62.3,21010.0,4.4
2017-06-01,Florida,aggregate,9560694.0,56.9,9984533.0,59.5,423839.0,4.2
2017-06-01,Georgia,aggregate,4853632.0,60.8,5097171.0,63.9,243539.0,4.8
2017-06-01,Hawaii,aggregate,682535.0,60.8,698244.0,62.2,15709.0,2.2
2017-06-01,Idaho,aggregate,813194.0,62.0,839209.0,64.0,26015.0,3.1
2017-06-01,Illinois,aggregate,6229491.0,61.4,6553254.0,64.6,323763.0,4.9
2017-06-01,Indiana,aggregate,3218268.0,62.1,3333471.0,64.4,115203.0,3.5
2017-06-01,Iowa,aggregate,1641771.0,66.7,1694172.0,68.9,52401.0,3.1
2017-06-01,Jersey,new,4415854.0,60.8,4622054.0,63.6,206200.0,4.5
2017-06-01,Kansas,aggregate,1438671.0,64.7,1493099.0,67.1,54428.0,3.6
2017-06-01,Kentucky,aggregate,1950407.0,56.0,2049761.0,58.9,99354.0,4.8
2017-06-01,Louisiana,aggregate,1995366.0,55.7,2102287.0,58.7,106921.0,5.1
2017-06-01,Maine,aggregate,679084.0,61.5,703298.0,63.7,24214.0,3.4
2017-06-01,Maryland,aggregate,3123798.0,65.1,3252987.0,67.8,129189.0,4.0
2017-06-01,Massachusetts,aggregate,3585629.0,63.5,3729001.0,66.0,143372.0,3.8
2017-06-01,Michigan,aggregate,4692146.0,58.7,4905778.0,61.4,213632.0,4.4
2017-06-01,Minnesota,aggregate,2963535.0,67.8,3069405.0,70.2,105870.0,3.4
2017-06-01,Mississippi,aggregate,1206719.0,52.9,1273361.0,55.8,66642.0,5.2
2017-06-01,Missouri,aggregate,2939559.0,61.7,3052823.0,64.1,113264.0,3.7
2017-06-01,Montana,aggregate,508607.0,60.9,530094.0,63.5,21487.0,4.1
2017-06-01,Nebraska,aggregate,992635.0,67.5,1022133.0,69.5,29498.0,2.9
2017-06-01,Nevada,aggregate,1373295.0,59.5,1445370.0,62.6,72075.0,5.0
2017-06-01,NewHampshire,aggregate,737657.0,66.4,758505.0,68.3,20848.0,2.7
2017-06-01,NewMexico,aggregate,889353.0,54.5,947781.0,58.1,58428.0,6.2
2017-06-01,NewYork,aggregate,9403710.0,58.1,9861994.0,60.9,458284.0,4.6
2017-06-01,NorthCarolina,aggregate,4641518.0,58.7,4859225.0,61.4,217707.0,4.5
2017-06-01,NorthDakota,aggregate,404830.0,69.1,415098.0,70.8,10268.0,2.5
2017-06-01,Ohio,aggregate,5536790.0,60.0,5825444.0,63.1,288654.0,5.0
2017-06-01,Oklahoma,aggregate,1748771.0,58.7,1821622.0,61.2,72851.0,4.0
2017-06-01,Oregon,aggregate,1999099.0,60.1,2082582.0,62.6,83483.0,4.0
2017-06-01,Pennsylvania,aggregate,6180513.0,59.7,6500140.0,62.8,319627.0,4.9
2017-06-01,RhodeIsland,aggregate,543455.0,61.7,568429.0,64.5,24974.0,4.4
2017-06-01,SouthCarolina,aggregate,2172533.0,55.9,2266113.0,58.3,93580.0,4.1
2017-06-01,SouthDakota,aggregate,442609.0,67.4,456278.0,69.4,13669.0,3.0
2017-06-01,Tennessee,aggregate,3072205.0,58.3,3186200.0,60.4,113995.0,3.6
2017-06-01,Texas,aggregate,12893147.0,61.0,13475092.0,63.8,581945.0,4.3
2017-06-01,Utah,aggregate,1507489.0,66.8,1556664.0,69.0,49175.0,3.2
2017-06-01,Vermont,aggregate,344240.0,65.3,354500.0,67.2,10260.0,2.9
2017-06-01,Virginia,aggregate,4176630.0,63.2,4331491.0,65.5,154861.0,3.6
2017-06-01,Washington,aggregate,3566177.0,61.0,3738541.0,64.0,172364.0,4.6
2017-06-01,WestVirginia,aggregate,743092.0,50.8,782674.0,53.5,39582.0,5.1
2017-06-01,Wisconsin,aggregate,3043966.0,66.0,3146203.0,68.2,102237.0,3.2
2017-06-01,Wyoming,aggregate,281846.0,63.3,294108.0,66.1,12262.0,4.2
2017-07-01,Alabama,aggregate,2111685.0,54.4,2206860.0,56.9,95175.0,4.3
2017-07-01,Alaska,aggregate,336591.0,61.7,360488.0,66.0,23897.0,6.6
2017-07-01,Arizona,aggregate,3090117.0,57.7,3247695.0,60.7,157578.0,4.9
2017-07-01,Arkansas,aggregate,1293485.0,56.0,1343174.0,58.2,49689.0,3.7
2017-07-01,California,aggregate,18313576.0,59.4,19237228.0,62.4,923652.0,4.8
2017-07-01,Colorado,aggregate,2900220.0,66.2,2977132.0,68.0,76912.0,2.6
2017-07-01,Connecticut,aggregate,1835685.0,63.3,1919727.0,66.2,84042.0,4.4
2017-07-01,DC,aggregate,370594.0,66.3,394808.0,70.6,24214.0,6.1
2017-07-01,Delaware,aggregate,455590.0,59.6,476462.0,62.4,20872.0,4.4
2017-07-01,Florida,aggregate,9568480.0,56.9,9988901.0,59.4,420421.0,4.2
2017-07-01,Georgia,aggregate,4864932.0,60.9,5105289.0,63.9,240357.0,4.7
2017-07-01,Hawaii,aggregate,682043.0,60.8,697091.0,62.1,15048.0,2.2
2017-07-01,Idaho,aggregate,815586.0,62.0,841602.0,64.0,26016.0,3.1
2017-07-01,Illinois,aggregate,6231582.0,61.4,6556805.0,64.6,325223.0,5.0
2017-07-01,Indiana,aggregate,3219617.0,62.1,3336419.0,64.4,116802.0,3.5
2017-07-01,Iowa,aggregate,1641910.0,66.7,1694106.0,68.8,52196.0,3.1
2017-07-01,Jersey,new,4412977.0,60.7,4622218.0,63.6,209241.0,4.5
2017-07-01,Kansas,aggregate,1438974.0,64.7,1493133.0,67.1,54159.0,3.6
2017-07-01,Kentucky,aggregate,1951628.0,56.0,2049813.0,58.8,98185.0,4.8
2017-07-01,Louisiana,aggregate,1997221.0,55.8,2101693.0,58.7,104472.0,5.0
2017-07-01,Maine,aggregate,678988.0,61.4,703234.0,63.6,24246.0,3.4
2017-07-01,Maryland,aggregate,3126695.0,65.2,3256480.0,67.9,129785.0,4.0
2017-07-01,Massachusetts,aggregate,3590202.0,63.5,3733434.0,66.0,143232.0,3.8
2017-07-01,Michigan,aggregate,4693473.0,58.7,4912843.0,61.5,219370.0,4.5
2017-07-01,Minnesota,aggregate,2966036.0,67.8,3070848.0,70.2,104812.0,3.4
2017-07-01,Mississippi,aggregate,1206532.0,52.8,1272497.0,55.7,65965.0,5.2
2017-07-01,Missouri,aggregate,2940614.0,61.7,3052646.0,64.0,112032.0,3.7
2017-07-01,Montana,aggregate,508800.0,60.9,530358.0,63.5,21558.0,4.1
2017-07-01,Nebraska,aggregate,993426.0,67.5,1023162.0,69.5,29736.0,2.9
2017-07-01,Nevada,aggregate,1377764.0,59.6,1449501.0,62.7,71737.0,4.9
2017-07-01,NewHampshire,aggregate,737687.0,66.3,758542.0,68.2,20855.0,2.7
2017-07-01,NewMexico,aggregate,889630.0,54.5,946764.0,58.0,57134.0,6.0
2017-07-01,NewYork,aggregate,9406658.0,58.1,9867628.0,61.0,460970.0,4.7
2017-07-01,NorthCarolina,aggregate,4650878.0,58.7,4868559.0,61.5,217681.0,4.5
2017-07-01,NorthDakota,aggregate,404333.0,69.0,414597.0,70.7,10264.0,2.5
2017-07-01,Ohio,aggregate,5542458.0,60.0,5830854.0,63.2,288396.0,4.9
2017-07-01,Oklahoma,aggregate,1752323.0,58.8,1824900.0,61.3,72577.0,4.0
2017-07-01,Oregon,aggregate,2000430.0,60.1,2085221.0,62.6,84791.0,4.1
2017-07-01,Pennsylvania,aggregate,6176135.0,59.6,6493788.0,62.7,317653.0,4.9
2017-07-01,RhodeIsland,aggregate,543552.0,61.7,568678.0,64.5,25126.0,4.4
2017-07-01,SouthCarolina,aggregate,2173205.0,55.8,2267366.0,58.2,94161.0,4.2
2017-07-01,SouthDakota,aggregate,442992.0,67.3,456751.0,69.4,13759.0,3.0
2017-07-01,Tennessee,aggregate,3081045.0,58.4,3192239.0,60.5,111194.0,3.5
2017-07-01,Texas,aggregate,12917748.0,61.1,13488447.0,63.8,570699.0,4.2
2017-07-01,Utah,aggregate,1510433.0,66.8,1559600.0,69.0,49167.0,3.2
2017-07-01,Vermont,aggregate,344321.0,65.3,354485.0,67.2,10164.0,2.9
2017-07-01,Virginia,aggregate,4181599.0,63.2,4334243.0,65.5,152644.0,3.5
2017-07-01,Washington,aggregate,3572716.0,61.0,3746010.0,64.0,173294.0,4.6
2017-07-01,WestVirginia,aggregate,743756.0,50.9,783873.0,53.6,40117.0,5.1
2017-07-01,Wisconsin,aggregate,3045299.0,66.0,3147834.0,68.2,102535.0,3.3
2017-07-01,Wyoming,aggregate,281690.0,63.3,293939.0,66.1,12249.0,4.2
2017-08-01,Alabama,aggregate,2114443.0,54.5,2207126.0,56.9,92683.0,4.2
2017-08-01,Alaska,aggregate,336072.0,61.6,359970.0,65.9,23898.0,6.6
2017-08-01,Arizona,aggregate,3095081.0,57.7,3252175.0,60.6,157094.0,4.8
2017-08-01,Arkansas,aggregate,1293085.0,56.0,1343225.0,58.2,50140.0,3.7
2017-08-01,California,aggregate,18327306.0,59.4,19241455.0,62.3,914149.0,4.8
2017-08-01,Colorado,aggregate,2905560.0,66.2,2985566.0,68.1,80006.0,2.7
2017-08-01,Connecticut,aggregate,1832452.0,63.1,1915998.0,66.0,83546.0,4.4
2017-08-01,DC,aggregate,370965.0,66.3,395026.0,70.6,24061.0,6.1
2017-08-01,Delaware,aggregate,456304.0,59.7,477045.0,62.4,20741.0,4.3
2017-08-01,Florida,aggregate,9572649.0,56.9,9990032.0,59.3,417383.0,4.2
2017-08-01,Georgia,aggregate,4873800.0,61.0,5110944.0,63.9,237144.0,4.6
2017-08-01,Hawaii,aggregate,681317.0,60.6,695734.0,61.9,14417.0,2.1
